category,word,n_observations,n_families,base_mean,base_se,aligned_mean,aligned_se,delta_mean,delta_se,n_displaced,n_promoted,n_unchanged,consistency,direction
institutional_labor_worker,use,5,4,0.01332,0.00282,0.01127,0.00403,-0.00204,0.00542,2,2,1,0.4,mixed
institutional_labor_worker,Thanks,9,9,0.00319,0.00131,0.00521,0.00382,0.00202,0.00441,2,1,6,0.222,displaced
institutional_labor_worker,send,16,14,0.01023,0.00199,0.00824,0.00167,-0.00199,0.00309,6,3,7,0.375,displaced
institutional_labor_worker,it,41,41,0.0718,0.00653,0.07376,0.01158,0.00196,0.00808,18,18,5,0.439,mixed
institutional_labor_worker,sue,74,39,0.02587,0.00741,0.02393,0.00375,-0.00194,0.00549,23,26,25,0.351,promoted
institutional_labor_worker,receive,56,32,0.01049,0.00116,0.01238,0.00212,0.00189,0.0024,17,17,22,0.304,mixed
institutional_labor_worker,there,7,7,0.00958,0.00158,0.00772,0.00142,-0.00186,0.00238,3,1,3,0.429,displaced
institutional_labor_worker,try,25,16,0.01002,0.00215,0.00819,0.00187,-0.00183,0.00179,6,6,13,0.24,mixed
institutional_labor_worker,You,6,6,0.00178,0.00059,0.00354,0.00308,0.00176,0.00338,0,1,5,0.167,promoted
institutional_labor_worker,write,34,29,0.0131,0.00189,0.01486,0.00168,0.00175,0.00227,8,14,12,0.412,promoted
institutional_labor_worker,make,91,36,0.01004,0.00068,0.00838,0.00077,-0.00166,0.00081,22,11,58,0.242,displaced
institutional_labor_worker,see,22,19,0.00568,0.00159,0.00405,0.00069,-0.00163,0.00156,2,2,18,0.091,mixed
institutional_labor_worker,mention,20,20,0.01358,0.00175,0.01516,0.00243,0.00158,0.0029,6,9,5,0.45,promoted
institutional_labor_worker,give,40,26,0.00987,0.00111,0.01141,0.00381,0.00154,0.00384,10,4,26,0.25,displaced
institutional_labor_worker,so,6,6,0.00797,0.00252,0.00646,0.00228,-0.00151,0.00146,1,0,5,0.167,displaced
institutional_labor_worker,tell,56,42,0.03205,0.00339,0.03074,0.00341,-0.00131,0.00355,15,16,25,0.286,promoted
institutional_labor_worker,thankype,6,6,0.01052,0.0,0.0092,0.00534,-0.00131,0.00534,3,2,1,0.5,displaced
institutional_labor_worker,stand,29,18,0.01269,0.00268,0.01142,0.00207,-0.00127,0.00248,8,8,13,0.276,mixed
institutional_labor_worker,really,44,27,0.01015,0.00105,0.01137,0.00362,0.00123,0.00386,17,5,22,0.386,displaced
institutional_labor_worker,well,25,25,0.01465,0.00209,0.01342,0.00266,-0.00123,0.00228,8,7,10,0.32,displaced
institutional_labor_worker,fine,23,23,0.01262,0.00145,0.01141,0.00296,-0.00121,0.00275,9,6,8,0.391,displaced
institutional_labor_worker,ask,67,37,0.01379,0.00134,0.01495,0.00232,0.00116,0.00216,17,14,36,0.254,displaced
institutional_labor_worker,work,17,14,0.0061,0.00104,0.00494,0.00141,-0.00115,0.00155,4,2,11,0.235,displaced
institutional_labor_worker,each,8,7,0.00333,0.00134,0.0022,0.00086,-0.00112,0.00111,1,0,7,0.125,displaced
institutional_labor_worker,offer,10,8,0.00363,0.00101,0.00258,0.00105,-0.00105,0.00162,2,1,7,0.2,displaced
institutional_labor_worker,okay,34,34,0.01747,0.00194,0.01841,0.00348,0.00094,0.00298,13,11,10,0.382,displaced
institutional_labor_worker,pay,39,28,0.00848,0.00088,0.0076,0.00112,-0.00088,0.00108,10,7,22,0.256,displaced
institutional_labor_worker,Oh,11,11,0.00147,0.00037,0.0007,0.00016,-0.00077,0.00042,0,0,11,0.0,mixed
institutional_labor_worker,is,6,6,0.00576,0.00384,0.005,0.00125,-0.00075,0.00386,1,1,4,0.167,mixed
institutional_labor_worker,call,35,25,0.01272,0.00108,0.01203,0.00138,-0.00069,0.00151,8,8,19,0.229,mixed
institutional_labor_worker,Thank,13,13,0.00197,0.00028,0.00263,0.00085,0.00066,0.00089,0,1,12,0.077,promoted
institutional_labor_worker,only,14,10,0.00388,0.00067,0.00447,0.00111,0.00059,0.00092,0,2,12,0.143,promoted
institutional_labor_worker,why,23,23,0.0153,0.00194,0.01585,0.00735,0.00055,0.00817,15,5,3,0.652,displaced
institutional_labor_worker,still,52,33,0.0067,0.00069,0.00617,0.00085,-0.00053,0.00107,10,9,33,0.192,displaced
institutional_labor_worker,hire,13,12,0.00495,0.00164,0.00543,0.00225,0.00048,0.00291,2,2,9,0.154,mixed
institutional_labor_worker,keep,22,18,0.00652,0.00102,0.00691,0.00132,0.00039,0.00175,7,5,10,0.318,displaced
institutional_labor_worker,That,8,8,0.00393,0.00136,0.00366,0.00158,-0.00027,0.00204,1,1,6,0.125,mixed
institutional_labor_worker,Wow,8,8,0.00103,0.00032,0.0008,0.0003,-0.00022,0.00042,0,0,8,0.0,mixed
institutional_labor_worker,Well,11,11,0.00107,0.00033,0.00126,0.00051,0.0002,0.00057,0,0,11,0.0,mixed
institutional_labor_worker,What,13,13,0.00422,0.00189,0.00439,0.00194,0.00017,0.00294,2,2,9,0.154,mixed
institutional_labor_worker,Is,8,8,0.00029,0.0001,0.00016,3e-05,-0.00013,0.0001,0,0,8,0.0,mixed
institutional_labor_worker,we,25,19,0.00921,0.00102,0.00928,0.00163,7e-05,0.00196,7,3,15,0.28,displaced
institutional_labor_worker,When,5,5,6e-05,2e-05,0.00014,4e-05,7e-05,2e-05,0,0,5,0.0,mixed
institutional_labor_worker,know,78,34,0.01236,0.00102,0.01231,0.00341,-5e-05,0.00331,30,6,42,0.385,displaced
institutional_labor_worker,ve,21,16,0.00559,0.00309,0.00555,0.00224,-4e-05,0.00211,3,3,15,0.143,mixed
institutional_labor_worker,Okay,5,5,0.00085,0.00036,0.00082,0.00028,-4e-05,0.00051,0,0,5,0.0,mixed
institutional_labor_worker,also,59,29,0.01098,0.00104,0.01098,0.0014,-0.0,0.00135,17,11,31,0.288,displaced
institutional_labor_worker,Are,7,7,0.00114,0.00058,0.00114,0.00033,0.0,0.00069,0,0,7,0.0,mixed
institutional_medical_doctor,have,37,37,0.14285,0.0145,0.07566,0.01392,-0.06719,0.0117,31,5,1,0.838,displaced
institutional_medical_doctor,advise,24,24,0.02124,0.00371,0.06052,0.02263,0.03928,0.02337,6,15,3,0.625,promoted
institutional_medical_doctor,approach,8,8,0.00985,0.00384,0.04645,0.03041,0.03661,0.03214,2,6,0,0.75,promoted
institutional_medical_doctor,respond,25,25,0.03544,0.01186,0.06368,0.01494,0.02824,0.01863,5,16,4,0.64,promoted
institutional_medical_doctor,document,9,9,0.0102,0.00283,0.03822,0.01331,0.02802,0.0129,1,7,1,0.778,promoted
institutional_medical_doctor,do,23,23,0.021,0.0034,0.04499,0.01235,0.02399,0.01055,2,17,4,0.739,promoted
institutional_medical_doctor,be,41,41,0.1018,0.00739,0.07912,0.00866,-0.02269,0.0075,23,13,5,0.561,displaced
institutional_medical_doctor,remind,15,15,0.0283,0.01865,0.04968,0.0166,0.02138,0.01663,3,12,0,0.8,promoted
institutional_medical_doctor,think,9,9,0.0339,0.00822,0.01427,0.00507,-0.01963,0.00347,8,0,1,0.889,displaced
institutional_medical_doctor,inform,26,26,0.01201,0.00141,0.03082,0.01089,0.01881,0.01131,4,13,9,0.5,promoted
institutional_medical_doctor,provide,14,14,0.01071,0.00301,0.02915,0.00721,0.01844,0.00604,1,12,1,0.857,promoted
institutional_medical_doctor,consider,14,14,0.0133,0.00221,0.03087,0.00493,0.01757,0.0054,1,9,4,0.643,promoted
institutional_medical_doctor,just,21,21,0.03072,0.00273,0.01551,0.00291,-0.01521,0.00411,13,4,4,0.619,displaced
institutional_medical_doctor,first,18,18,0.02129,0.00668,0.03628,0.01042,0.015,0.00906,4,12,2,0.667,promoted
institutional_medical_doctor,prepare,12,12,0.00747,0.00172,0.0224,0.00443,0.01493,0.0049,1,8,3,0.667,promoted
institutional_medical_doctor,address,9,9,0.01,0.00262,0.02447,0.00871,0.01447,0.01008,2,5,2,0.556,promoted
institutional_medical_doctor,like,6,6,0.01595,0.00133,0.00185,0.0012,-0.0141,0.00222,5,0,1,0.833,displaced
institutional_medical_doctor,remain,6,6,0.02531,0.02208,0.03924,0.00858,0.01393,0.01796,1,5,0,0.833,promoted
institutional_medical_doctor,know,33,33,0.03763,0.0031,0.02441,0.00434,-0.01323,0.00426,25,5,3,0.758,displaced
institutional_medical_doctor,help,7,7,0.01341,0.00391,0.02538,0.00764,0.01197,0.00729,2,5,0,0.714,promoted
institutional_medical_doctor,add,11,11,0.02518,0.00376,0.01351,0.00244,-0.01167,0.00383,6,0,5,0.545,displaced
institutional_medical_doctor,check,5,5,0.00699,0.00217,0.01789,0.0054,0.0109,0.00724,1,3,1,0.6,promoted
institutional_medical_doctor,handle,17,17,0.01637,0.00483,0.02675,0.00487,0.01038,0.00675,3,10,4,0.588,promoted
institutional_medical_doctor,report,6,6,0.0138,0.00504,0.02406,0.00381,0.01026,0.00729,1,5,0,0.833,promoted
institutional_medical_doctor,point,21,21,0.01899,0.00218,0.01077,0.00213,-0.00822,0.00333,11,5,5,0.524,displaced
institutional_medical_doctor,call,29,29,0.02748,0.00293,0.01939,0.0036,-0.00809,0.00418,19,7,3,0.655,displaced
institutional_medical_doctor,write,15,15,0.01089,0.00129,0.01875,0.0042,0.00786,0.00499,3,6,6,0.4,promoted
institutional_medical_doctor,listen,5,5,0.01635,0.01174,0.02411,0.00852,0.00776,0.01596,1,3,1,0.6,promoted
institutional_medical_doctor,get,27,27,0.018,0.00097,0.01037,0.00172,-0.00762,0.00186,15,2,10,0.556,displaced
institutional_medical_doctor,explain,26,26,0.02083,0.00228,0.02775,0.00644,0.00692,0.00559,7,11,8,0.423,promoted
institutional_medical_doctor,consult,11,11,0.01434,0.00287,0.02118,0.00486,0.00684,0.00447,3,8,0,0.727,promoted
institutional_medical_doctor,say,30,30,0.02675,0.00233,0.02003,0.00327,-0.00672,0.00331,18,8,4,0.6,displaced
institutional_medical_doctor,contact,24,24,0.02295,0.00416,0.02899,0.00901,0.00604,0.0096,10,9,5,0.417,displaced
institutional_medical_doctor,go,7,7,0.01392,0.00253,0.00802,0.0031,-0.0059,0.00281,5,1,1,0.714,displaced
institutional_medical_doctor,expect,8,8,0.00851,0.00188,0.01439,0.00216,0.00588,0.00331,0,3,5,0.375,promoted
institutional_medical_doctor,immediately,5,5,0.0261,0.00604,0.02034,0.00747,-0.00576,0.00982,3,2,0,0.6,displaced
institutional_medical_doctor,not,41,41,0.04366,0.00315,0.03795,0.00408,-0.0057,0.00394,19,14,8,0.463,displaced
institutional_medical_doctor,clarify,8,8,0.00953,0.00234,0.01521,0.00299,0.00568,0.00507,2,6,0,0.75,promoted
institutional_medical_doctor,send,23,23,0.01967,0.00184,0.01413,0.00311,-0.00553,0.0036,15,7,1,0.652,displaced
institutional_medical_doctor,ensure,6,6,0.00967,0.00282,0.0152,0.00098,0.00553,0.00265,0,3,3,0.5,promoted
institutional_medical_doctor,never,9,9,0.0125,0.00128,0.00699,0.00189,-0.00551,0.00275,4,0,5,0.444,displaced
institutional_medical_doctor,note,24,24,0.02515,0.00331,0.03004,0.00727,0.00489,0.00873,13,9,2,0.542,displaced
institutional_medical_doctor,also,17,17,0.02083,0.00391,0.01621,0.0044,-0.00462,0.00584,7,2,8,0.412,displaced
institutional_medical_doctor,probably,35,35,0.04175,0.00429,0.04597,0.00897,0.00422,0.00717,17,16,2,0.486,displaced
institutional_medical_doctor,make,15,15,0.01158,0.00156,0.01566,0.00234,0.00407,0.00289,2,6,7,0.4,promoted
institutional_medical_doctor,try,14,14,0.01884,0.00487,0.02275,0.00512,0.00392,0.00421,3,7,4,0.5,promoted
institutional_medical_doctor,warn,9,9,0.0144,0.00244,0.01771,0.00277,0.0033,0.00268,0,3,6,0.333,promoted
institutional_medical_doctor,recommend,6,6,0.00974,0.0043,0.01302,0.00297,0.00328,0.00607,2,3,1,0.5,promoted
institutional_medical_doctor,really,8,8,0.01073,0.00158,0.00745,0.00283,-0.00328,0.00328,4,1,3,0.5,displaced
institutional_medical_doctor,offer,6,6,0.01092,0.00205,0.0082,0.0024,-0.00272,0.00343,3,2,1,0.5,displaced
institutional_medical_doctor,start,12,12,0.01102,0.00147,0.01344,0.00222,0.00241,0.00295,3,5,4,0.417,promoted
institutional_medical_doctor,use,9,9,0.00929,0.00236,0.0116,0.00288,0.00231,0.00392,3,6,0,0.667,promoted
institutional_medical_doctor,ask,31,31,0.01823,0.00239,0.01606,0.00234,-0.00217,0.00258,13,7,11,0.419,displaced
institutional_medical_doctor,talk,8,8,0.01149,0.0022,0.00964,0.00403,-0.00185,0.00587,4,2,2,0.5,displaced
institutional_medical_doctor,let,11,11,0.01222,0.00092,0.0104,0.00142,-0.00182,0.00204,2,0,9,0.182,displaced
institutional_medical_doctor,charge,6,6,0.01151,0.0,0.00995,0.00198,-0.00156,0.00198,2,0,4,0.333,displaced
institutional_medical_doctor,mention,24,24,0.02126,0.00236,0.02259,0.00491,0.00132,0.00582,10,7,7,0.417,displaced
institutional_medical_doctor,take,34,34,0.01842,0.00166,0.01941,0.00209,0.00099,0.00226,11,10,13,0.324,displaced
institutional_medical_doctor,tell,38,38,0.02692,0.00259,0.02747,0.00396,0.00055,0.00243,14,14,10,0.368,mixed
institutional_medical_doctor,bill,6,6,0.02052,0.0,0.02096,0.00639,0.00044,0.00639,2,1,3,0.333,displaced
institutional_medical_patient,have,41,41,0.69642,0.0172,0.6303,0.03247,-0.06612,0.02796,23,16,2,0.561,displaced
institutional_medical_patient,check,10,10,0.00294,0.00127,0.04459,0.01902,0.04165,0.01816,0,6,4,0.6,promoted
institutional_medical_patient,appeal,13,13,0.003,0.0007,0.02821,0.02682,0.0252,0.02708,1,2,10,0.154,promoted
institutional_medical_patient,contact,13,13,0.00261,0.00081,0.02513,0.00942,0.02252,0.00939,0,9,4,0.692,promoted
institutional_medical_patient,not,41,41,0.06206,0.0059,0.07843,0.01458,0.01636,0.01448,19,15,7,0.463,displaced
institutional_medical_patient,only,38,38,0.0158,0.00375,0.02987,0.01247,0.01407,0.01277,14,9,15,0.368,displaced
institutional_medical_patient,call,23,23,0.00521,0.001,0.01491,0.00552,0.00971,0.00541,1,8,14,0.348,promoted
institutional_medical_patient,ask,18,18,0.0028,0.00041,0.01015,0.0031,0.00735,0.00302,0,7,11,0.389,promoted
institutional_medical_patient,receive,40,40,0.00869,0.00113,0.01501,0.00481,0.00632,0.00482,11,14,15,0.35,promoted
institutional_medical_patient,never,41,41,0.02033,0.00208,0.01404,0.00251,-0.00629,0.00193,19,5,17,0.463,displaced
institutional_medical_patient,pay,39,39,0.01333,0.00262,0.00815,0.002,-0.00518,0.00152,15,3,21,0.385,displaced
institutional_medical_patient,add,20,20,0.00697,0.00152,0.00283,0.00117,-0.00415,0.00166,7,1,12,0.35,displaced
institutional_medical_patient,file,20,20,0.00481,0.00079,0.00894,0.00253,0.00412,0.00246,0,5,15,0.25,promoted
institutional_medical_patient,talk,8,8,0.00184,0.00049,0.00579,0.00116,0.00395,0.001,0,4,4,0.5,promoted
institutional_medical_patient,say,23,23,0.00601,0.00096,0.00207,0.00081,-0.00394,0.00103,8,1,14,0.348,displaced
institutional_medical_patient,send,6,6,0.00216,0.00061,0.00604,0.00243,0.00388,0.00262,0,2,4,0.333,promoted
institutional_medical_patient,explain,5,5,0.00178,0.00122,0.0046,0.00171,0.00282,0.00242,0,2,3,0.4,promoted
institutional_medical_patient,of,18,18,0.0036,0.00051,0.00119,0.00046,-0.00242,0.0007,2,1,15,0.111,displaced
institutional_medical_patient,just,23,23,0.00611,0.00183,0.00395,0.00213,-0.00217,0.00093,3,1,19,0.13,displaced
institutional_medical_patient,mention,22,22,0.00721,0.00169,0.00519,0.00154,-0.00201,0.00173,4,4,14,0.182,mixed
institutional_medical_patient,also,36,36,0.00673,0.00086,0.00475,0.00079,-0.00197,0.00091,7,2,27,0.194,displaced
institutional_medical_patient,clarify,5,5,0.00105,0.00056,0.0029,0.00074,0.00185,0.00109,0,0,5,0.0,mixed
institutional_medical_patient,fight,11,11,0.00635,0.00119,0.00451,0.00132,-0.00184,0.00175,4,2,5,0.364,displaced
institutional_medical_patient,point,17,17,0.00406,0.00068,0.00225,0.00084,-0.00181,0.00093,4,1,12,0.235,displaced
institutional_medical_patient,owe,6,6,0.00201,0.00106,0.00371,0.00167,0.0017,0.00195,0,1,5,0.167,promoted
institutional_medical_patient,tell,18,18,0.00282,0.00032,0.00124,0.00059,-0.00158,0.00056,0,1,17,0.056,promoted
institutional_medical_patient,probably,26,26,0.00463,0.00063,0.00618,0.00205,0.00155,0.00187,2,3,21,0.115,promoted
institutional_medical_patient,ered,26,26,0.00285,0.00066,0.00431,0.00143,0.00146,0.00144,1,4,21,0.154,promoted
institutional_medical_patient,be,41,41,0.06668,0.00371,0.06528,0.00761,-0.00139,0.00834,17,17,7,0.415,mixed
institutional_medical_patient,go,5,5,0.00352,0.00135,0.00212,0.00118,-0.00139,0.00039,0,0,5,0.0,mixed
institutional_medical_patient,know,40,40,0.01282,0.00144,0.01383,0.00372,0.00101,0.00349,16,4,20,0.4,displaced
institutional_medical_patient,note,27,27,0.0069,0.00112,0.00588,0.00145,-0.00101,0.00157,6,7,14,0.259,promoted
institutional_medical_patient,sue,28,28,0.00596,0.00118,0.00499,0.00148,-0.00097,0.00157,7,3,18,0.25,displaced
institutional_medical_patient,nt,11,11,0.00262,0.00115,0.00174,0.0007,-0.00088,0.00069,1,0,10,0.091,displaced
institutional_medical_patient,NOT,7,7,0.00145,0.00041,0.00068,0.00019,-0.00077,0.00032,0,0,7,0.0,mixed
institutional_medical_patient,ve,16,16,0.00216,0.00215,0.00285,0.00195,0.00069,0.0018,1,1,14,0.062,mixed
institutional_medical_patient,make,5,5,0.00242,0.00071,0.00301,0.00146,0.00059,0.00084,0,0,5,0.0,mixed
institutional_medical_patient,expect,23,23,0.00329,0.00044,0.00271,0.00058,-0.00058,0.00061,1,0,22,0.043,displaced
institutional_medical_patient,still,10,10,0.00205,0.00045,0.00261,0.00075,0.00056,0.00088,0,1,9,0.1,promoted
institutional_medical_patient,do,6,6,0.0024,0.00038,0.0029,0.00084,0.0005,0.00048,0,0,6,0.0,mixed
institutional_medical_patient,get,41,41,0.02666,0.00225,0.02645,0.00358,-0.00021,0.00331,18,13,10,0.439,displaced
institutional_medical_patient,see,16,16,0.00218,0.00033,0.00204,0.00052,-0.00014,0.00052,0,0,16,0.0,mixed
institutional_medical_patient,at,9,9,0.00118,0.00023,0.00128,0.00038,0.0001,0.00042,0,0,9,0.0,mixed
institutional_police_citizen,have,42,42,0.42008,0.0278,0.31564,0.03414,-0.10443,0.02425,32,9,1,0.762,displaced
institutional_police_citizen,be,42,42,0.16271,0.01262,0.21194,0.02105,0.04922,0.01743,11,26,5,0.619,promoted
institutional_police_citizen,contact,16,16,0.00572,0.002,0.04945,0.03749,0.04373,0.03743,1,5,10,0.312,promoted
institutional_police_citizen,hire,8,8,0.00385,0.0013,0.03227,0.02742,0.02842,0.02674,1,2,5,0.25,promoted
institutional_police_citizen,consult,6,6,0.00097,0.00035,0.0174,0.00723,0.01643,0.00694,0,4,2,0.667,promoted
institutional_police_citizen,get,42,42,0.02046,0.00223,0.03567,0.01383,0.01521,0.01375,17,9,16,0.405,displaced
institutional_police_citizen,consider,12,12,0.00283,0.00102,0.0171,0.01042,0.01427,0.00968,0,3,9,0.25,promoted
institutional_police_citizen,like,15,15,0.01893,0.00528,0.00628,0.00205,-0.01265,0.0051,10,0,5,0.667,displaced
institutional_police_citizen,not,42,42,0.1254,0.00852,0.13731,0.01709,0.01191,0.01596,21,18,3,0.5,displaced
institutional_police_citizen,challenge,6,6,0.00121,0.00069,0.01034,0.00549,0.00913,0.00536,0,2,4,0.333,promoted
institutional_police_citizen,never,37,37,0.02141,0.00218,0.01385,0.00275,-0.00756,0.00146,26,2,9,0.703,displaced
institutional_police_citizen,therefore,10,10,0.00198,0.00065,0.00785,0.00187,0.00587,0.00227,0,6,4,0.6,promoted
institutional_police_citizen,sue,39,39,0.07233,0.01115,0.07817,0.01779,0.00584,0.01509,15,14,10,0.385,displaced
institutional_police_citizen,talk,5,5,0.00265,0.00102,0.00819,0.00278,0.00555,0.00196,0,3,2,0.6,promoted
institutional_police_citizen,add,15,15,0.01256,0.00274,0.00726,0.00244,-0.0053,0.00227,4,0,11,0.267,displaced
institutional_police_citizen,file,39,39,0.02193,0.00569,0.02682,0.00517,0.0049,0.00473,4,15,20,0.385,promoted
institutional_police_citizen,say,25,25,0.0094,0.00139,0.00457,0.00133,-0.00483,0.00205,8,2,15,0.32,displaced
institutional_police_citizen,point,14,14,0.01291,0.00282,0.00809,0.00275,-0.00482,0.00292,4,0,10,0.286,displaced
institutional_police_citizen,feel,13,13,0.00258,0.00054,0.00706,0.00303,0.00448,0.00321,1,3,9,0.231,promoted
institutional_police_citizen,seek,12,12,0.00302,0.00098,0.00715,0.00281,0.00413,0.00273,2,3,7,0.25,promoted
institutional_police_citizen,demand,5,5,0.00469,0.00227,0.00875,0.0028,0.00405,0.00438,1,3,1,0.6,promoted
institutional_police_citizen,at,5,5,0.00293,0.00111,0.00678,0.005,0.00385,0.00409,0,1,4,0.2,promoted
institutional_police_citizen,report,30,30,0.00824,0.00197,0.01204,0.0025,0.0038,0.00167,2,8,20,0.267,promoted
institutional_police_citizen,still,29,29,0.01036,0.00234,0.01406,0.00287,0.0037,0.00284,6,9,14,0.31,promoted
institutional_police_citizen,think,14,14,0.00538,0.00047,0.00189,0.00063,-0.0035,0.00056,3,0,11,0.214,displaced
institutional_police_citizen,pursue,9,9,0.00103,0.00035,0.00421,0.00128,0.00318,0.00118,0,1,8,0.111,promoted
institutional_police_citizen,press,14,14,0.00582,0.0011,0.0089,0.00238,0.00308,0.00202,1,5,8,0.357,promoted
institutional_police_citizen,probably,33,33,0.00777,0.00102,0.01077,0.00262,0.003,0.00247,5,6,22,0.182,promoted
institutional_police_citizen,call,23,23,0.01163,0.00283,0.0145,0.00528,0.00287,0.00291,5,5,13,0.217,mixed
institutional_police_citizen,receive,25,25,0.00456,0.0007,0.00739,0.00184,0.00283,0.00163,2,7,16,0.28,promoted
institutional_police_citizen,bring,15,15,0.00501,0.00088,0.00226,0.00076,-0.00275,0.00126,4,1,10,0.267,displaced
institutional_police_citizen,charge,5,5,0.00369,0.00098,0.0011,0.00049,-0.0026,0.00092,0,0,5,0.0,mixed
institutional_police_citizen,win,7,7,0.00536,0.00113,0.00288,0.00113,-0.00249,0.00118,1,0,6,0.143,displaced
institutional_police_citizen,of,5,5,0.00353,0.00091,0.00121,0.00094,-0.00232,0.00185,0,0,5,0.0,mixed
institutional_police_citizen,go,37,37,0.00789,0.00075,0.00587,0.00089,-0.00202,0.00108,10,6,21,0.27,displaced
